Step,Action,Reward,Portfolio Value
90,0,-122.2003173828125,10056.201286315918
91,2,61.42547607421875,10117.626762390137
92,1,0.0,10117.626762390137
93,1,0.0,10117.626762390137
94,0,-58.2392578125,10059.387504577637
95,0,194.8798828125,10254.267387390137
96,2,-76.16015625,10178.107231140137
97,1,0.0,10178.107231140137
98,0,-68.58011627197266,10109.527114868164
99,0,43.814186096191406,10153.341300964355
100,2,4.445465087890625,10157.786766052246
101,1,0.0,10157.786766052246
102,2,0.0,10157.786766052246
103,0,46.9346923828125,10204.721458435059
104,2,56.06996154785156,10260.79141998291
105,0,-88.19961547851562,10172.591804504395
106,1,0.0,10172.591804504395
107,0,59.77973937988281,10232.371543884277
108,1,0.0,10232.371543884277
109,0,261.07518005371094,10493.446723937988
110,0,-499.7300720214844,9993.716651916504
111,2,85.54981994628906,10079.266471862793
112,0,123.60507202148438,10202.871543884277
113,1,0.0,10202.871543884277
114,1,0.0,10202.871543884277
115,0,4.0604248046875,10206.931968688965
116,0,-58.290283203125,10148.64168548584
117,2,265.3498229980469,10413.991508483887
118,2,222.14010620117188,10636.131614685059
119,1,0.0,10636.131614685059
120,1,0.0,10636.131614685059
121,2,0.0,10636.131614685059
122,0,244.49981689453125,10880.63143157959
123,1,0.0,10880.63143157959
124,1,0.0,10880.63143157959
125,2,0.0,10880.63143157959
126,2,0.0,10880.63143157959
127,2,0.0,10880.63143157959
128,0,251.71978759765625,11132.351219177246
129,0,47.5604248046875,11179.911643981934
130,2,19.42950439453125,11199.341148376465
131,0,-51.329681396484375,11148.01146697998
132,0,183.28021240234375,11331.291679382324
133,0,77.42950439453125,11408.721183776855
134,2,-139.48992919921875,11269.231254577637
135,2,-22.619964599609375,11246.611289978027
136,0,235.4798583984375,11482.091148376465
137,0,-157.46978759765625,11324.621360778809
138,0,31.609893798828125,11356.231254577637
139,2,-513.5897521972656,10842.641502380371
140,0,-26.680389404296875,10815.961112976074
141,1,0.0,10815.961112976074
142,1,0.0,10815.961112976074
143,2,0.0,10815.961112976074
144,2,0.0,10815.961112976074
145,0,1127.8399658203125,11943.801078796387
146,1,0.0,11943.801078796387
147,2,0.0,11943.801078796387
148,2,0.0,11943.801078796387
149,2,0.0,11943.801078796387
150,1,0.0,11943.801078796387
151,2,0.0,11943.801078796387
152,0,-352.0125961303711,11591.788482666016
153,0,381.6752243041992,11973.463706970215
154,1,0.0,11973.463706970215
155,2,0.0,11973.463706970215
156,2,0.0,11973.463706970215
157,2,0.0,11973.463706970215
158,2,0.0,11973.463706970215
159,2,0.0,11973.463706970215
160,1,0.0,11973.463706970215
161,2,0.0,11973.463706970215
162,0,-98.08761596679688,11875.376091003418
163,0,161.26270294189453,12036.638793945312
164,0,-143.6872100830078,11892.951583862305
165,1,0.0,11892.951583862305
166,1,0.0,11892.951583862305
167,1,0.0,11892.951583862305
168,1,0.0,11892.951583862305
169,0,-946.7996978759766,10946.151885986328
170,0,7.200164794921875,10953.35205078125
171,2,-732.5999450683594,10220.75210571289
172,1,0.0,10220.75210571289
173,0,-333.2101593017578,9887.541946411133
174,1,0.0,9887.541946411133
175,1,0.0,9887.541946411133
176,1,0.0,9887.541946411133
177,1,0.0,9887.541946411133
178,2,0.0,9887.541946411133
179,1,0.0,9887.541946411133
180,2,0.0,9887.541946411133
181,2,0.0,9887.541946411133
182,0,-412.71954345703125,9474.822402954102
183,1,0.0,9474.822402954102
184,1,0.0,9474.822402954102
185,2,0.0,9474.822402954102
186,0,-71.34022521972656,9403.482177734375
187,0,141.04010009765625,9544.522277832031
188,2,80.36027526855469,9624.882553100586
189,1,0.0,9624.882553100586
190,2,0.0,9624.882553100586
191,1,0.0,9624.882553100586
192,1,0.0,9624.882553100586
193,0,-9.130050659179688,9615.752502441406
194,0,166.0,9781.752502441406
195,0,616.6900253295898,10398.442527770996
196,1,0.0,10398.442527770996
197,0,7.650337219238281,10406.092864990234
198,0,-40.80028533935547,10365.292579650879
199,1,0.0,10365.292579650879
200,1,0.0,10365.292579650879
201,2,0.0,10365.292579650879
202,1,0.0,10365.292579650879
203,0,-98.56024169921875,10266.73233795166
204,2,-62.47991943359375,10204.252418518066
205,2,0.88018798828125,10205.132606506348
206,0,136.39959716796875,10341.532203674316
207,0,-475.20013427734375,9866.332069396973
208,2,362.56024169921875,10228.892311096191
209,0,-568.4799194335938,9660.412391662598
210,1,0.0,9660.412391662598
211,2,0.0,9660.412391662598
212,0,392.36952209472656,10052.781913757324
213,1,0.0,10052.781913757324
214,0,-28.5596923828125,10024.222221374512
215,1,0.0,10024.222221374512
216,1,0.0,10024.222221374512
217,2,0.0,10024.222221374512
218,0,-23.239898681640625,10000.982322692871
219,2,4.1502532958984375,10005.13257598877
220,0,86.32007598876953,10091.452651977539
221,1,0.0,10091.452651977539
222,2,0.0,10091.452651977539
223,0,51.85005187988281,10143.302703857422
224,1,0.0,10143.302703857422
225,2,0.0,10143.302703857422
226,0,117.47997283935547,10260.782676696777
227,0,76.54005432128906,10337.322731018066
228,0,49.83978271484375,10387.16251373291
229,1,0.0,10387.16251373291
230,1,0.0,10387.16251373291
231,2,0.0,10387.16251373291
232,0,-11.75994873046875,10375.402565002441
233,0,-57.960205078125,10317.442359924316
234,0,126.0,10443.442359924316
235,1,0.0,10443.442359924316
236,2,0.0,10443.442359924316
237,1,0.0,10443.442359924316
238,2,0.0,10443.442359924316
239,2,0.0,10443.442359924316
240,2,0.0,10443.442359924316
241,1,0.0,10443.442359924316
242,1,0.0,10443.442359924316
243,1,0.0,10443.442359924316
244,1,0.0,10443.442359924316
245,0,295.65074157714844,10739.093101501465
246,1,0.0,10739.093101501465
247,1,0.0,10739.093101501465
248,0,382.3200988769531,11121.413200378418
249,1,0.0,11121.413200378418
250,0,-94.29949951171875,11027.1137008667
251,2,-84.45989990234375,10942.653800964355
0,0,-97.09044647216797,9902.909553527832
1,0,78.80233764648438,9981.711891174316
2,2,-46.88160705566406,9934.830284118652
3,2,159.59959411621094,10094.429878234863
4,2,214.1300811767578,10308.559959411621
5,0,23.274391174316406,10331.834350585938
6,1,0.0,10331.834350585938
7,2,0.0,10331.834350585938
8,1,0.0,10331.834350585938
9,0,128.69979858398438,10460.534149169922
10,2,115.17068481445312,10575.704833984375
11,2,-71.28012084960938,10504.424713134766
12,2,37.2901611328125,10541.714874267578
13,0,50.489959716796875,10592.204833984375
14,2,-30.360443115234375,10561.84439086914
15,1,0.0,10561.84439086914
16,1,0.0,10561.84439086914
17,0,219.44979858398438,10781.294189453125
18,2,-15.510040283203125,10765.784149169922
19,0,-473.8795166015625,10291.90463256836
20,0,-28.26270294189453,10263.641929626465
21,1,0.0,10263.641929626465
22,2,0.0,10263.641929626465
23,1,0.0,10263.641929626465
24,0,-163.16976928710938,10100.472160339355
25,0,47.87965393066406,10148.35181427002
26,0,-61.110076904296875,10087.241737365723
27,0,239.08584594726562,10326.327583312988
28,1,0.0,10326.327583312988
29,2,0.0,10326.327583312988
30,2,0.0,10326.327583312988
31,0,148.99484252929688,10475.322425842285
32,0,-107.07023620605469,10368.25218963623
33,0,-233.8125,10134.43968963623
34,0,-479.5573425292969,9654.882347106934
35,1,0.0,9654.882347106934
36,2,0.0,9654.882347106934
37,1,0.0,9654.882347106934
38,1,0.0,9654.882347106934
39,1,0.0,9654.882347106934
40,0,-306.05218505859375,9348.83016204834
41,1,0.0,9348.83016204834
42,0,-301.9642868041992,9046.86587524414
43,0,-119.61795043945312,8927.247924804688
44,0,-702.9445495605469,8224.30337524414
45,2,589.4769744873047,8813.780349731445
46,2,-304.7326126098633,8509.047737121582
47,1,0.0,8509.047737121582
48,2,0.0,8509.047737121582
49,1,0.0,8509.047737121582
50,0,372.7497863769531,8881.797523498535
51,1,0.0,8881.797523498535
52,1,0.0,8881.797523498535
53,2,0.0,8881.797523498535
54,2,0.0,8881.797523498535
55,1,0.0,8881.797523498535
56,1,0.0,8881.797523498535
57,0,465.11993408203125,9346.917457580566
58,0,-385.19989013671875,8961.717567443848
59,0,254.51971435546875,9216.237281799316
60,0,-18.72015380859375,9197.517127990723
61,2,-481.67962646484375,8715.837501525879
62,0,144.7196044921875,8860.557106018066
63,2,-126.7196044921875,8733.837501525879
64,2,758.159912109375,9491.997413635254
65,2,-109.4403076171875,9382.557106018066
66,1,0.0,9382.557106018066
67,2,0.0,9382.557106018066
68,1,0.0,9382.557106018066
69,0,472.6495819091797,9855.206687927246
70,1,0.0,9855.206687927246
71,0,77.9703369140625,9933.177024841309
72,1,0.0,9933.177024841309
73,1,0.0,9933.177024841309
74,0,-306.01991271972656,9627.157112121582
75,2,276.34789276123047,9903.505004882812
76,2,-38.25276184082031,9865.252243041992
77,2,283.85508728027344,10149.107330322266
78,2,7.1504364013671875,10156.257766723633
79,2,-164.0934600830078,9992.164306640625
80,2,327.1133728027344,10319.27767944336
81,1,0.0,10319.27767944336
82,2,0.0,10319.27767944336
83,1,0.0,10319.27767944336
84,0,153.99978637695312,10473.277465820312
85,2,107.45025634765625,10580.727722167969
86,2,108.8494873046875,10689.577209472656
87,2,223.6505126953125,10913.227722167969
88,0,170.8001708984375,11084.027893066406
89,1,0.0,11084.027893066406
90,2,0.0,11084.027893066406
91,1,0.0,11084.027893066406
92,0,-65.42311096191406,11018.604782104492
93,0,259.1875,11277.792282104492
94,2,-65.06417083740234,11212.72811126709
95,1,0.0,11212.72811126709
96,0,-83.3001708984375,11129.427940368652
97,0,71.40029907226562,11200.828239440918
98,0,-75.60012817382812,11125.22811126709
99,1,0.0,11125.22811126709
100,2,0.0,11125.22811126709
101,1,0.0,11125.22811126709
102,2,0.0,11125.22811126709
103,1,0.0,11125.22811126709
104,0,60.96495819091797,11186.193069458008
105,0,-95.89958190917969,11090.293487548828
106,2,314.4147491455078,11404.708236694336
107,2,67.12970733642578,11471.837944030762
108,0,360.65245819091797,11832.49040222168
109,2,303.11270904541016,12135.60311126709
110,0,-580.1950836181641,11555.408027648926
111,0,99.32479095458984,11654.732818603516
112,2,143.50758361816406,11798.24040222168
113,1,0.0,11798.24040222168
114,0,-16.4146728515625,11781.825729370117
115,1,0.0,11781.825729370117
116,0,-66.83282470703125,11714.992904663086
117,0,304.23729705810547,12019.230201721191
118,2,254.69512176513672,12273.925323486328
119,2,-215.1275405883789,12058.79778289795
120,0,158.9349594116211,12217.73274230957
121,2,-372.73221588134766,11845.000526428223
122,0,270.98729705810547,12115.987823486328
123,0,100.41463470458984,12216.402458190918
124,1,0.0,12216.402458190918
125,0,0.0,12216.402458190918
126,2,326.2906951904297,12542.693153381348
127,2,-38.86012268066406,12503.833030700684
128,0,290.7797546386719,12794.612785339355
129,0,54.94049072265625,12849.553276062012
130,2,22.444427490234375,12871.997703552246
131,0,-59.29463195800781,12812.703071594238
132,1,0.0,12812.703071594238
133,0,88.10943603515625,12900.812507629395
134,2,-158.72991943359375,12742.0825881958
135,0,-25.739959716796875,12716.342628479004
136,0,267.9598388671875,12984.302467346191
137,0,-179.18975830078125,12805.11270904541
138,1,0.0,12805.11270904541
139,0,-580.0022201538086,12225.110488891602
140,0,-30.13043975830078,12194.9800491333
141,2,287.54496002197266,12482.525009155273
142,2,-204.0318603515625,12278.493148803711
143,0,234.16230010986328,12512.655448913574
144,2,150.65019989013672,12663.305648803711
145,2,1319.1699600219727,13982.475608825684
146,1,0.0,13982.475608825684
147,2,0.0,13982.475608825684
148,0,50.482383728027344,14032.957992553711
149,2,487.6795349121094,14520.63752746582
150,1,0.0,14520.63752746582
151,0,209.94972229003906,14730.58724975586
152,2,-435.8251190185547,14294.762130737305
153,0,472.55027770996094,14767.312408447266
154,2,260.0,15027.312408447266
155,2,-13.325119018554688,15013.987289428711
156,1,0.0,15013.987289428711
157,0,125.10523986816406,15139.092529296875
158,2,18.99456024169922,15158.087089538574
159,2,336.3431396484375,15494.430229187012
160,0,798.4451599121094,16292.875389099121
161,2,194.86190032958984,16487.73728942871
162,0,-135.25765991210938,16352.479629516602
163,2,222.3727798461914,16574.852409362793
164,1,0.0,16574.852409362793
165,0,-26.72991943359375,16548.1224899292
166,2,558.6887512207031,17106.811241149902
167,0,678.4799194335938,17785.291160583496
168,1,0.0,17785.291160583496
169,2,0.0,17785.291160583496
170,0,11.760269165039062,17797.051429748535
171,0,-1196.5799102783203,16600.471519470215
172,2,661.5,17261.971519470215
173,2,-563.0102691650391,16698.961250305176
174,0,-219.0296859741211,16479.931564331055
175,2,493.9200897216797,16973.851654052734
176,0,26.460044860839844,17000.311698913574
177,1,0.0,17000.311698913574
178,0,-270.2901382446289,16730.021560668945
179,2,-528.5,16201.521560668945
180,0,489.24082946777344,16690.76239013672
181,1,0.0,16690.76239013672
182,1,0.0,16690.76239013672
183,0,170.49976348876953,16861.26215362549
184,1,0.0,16861.26215362549
185,1,0.0,16861.26215362549
186,0,-127.02040100097656,16734.24175262451
187,1,0.0,16734.24175262451
188,2,0.0,16734.24175262451
189,2,0.0,16734.24175262451
190,1,0.0,16734.24175262451
191,1,0.0,16734.24175262451
192,2,0.0,16734.24175262451
193,2,0.0,16734.24175262451
194,2,0.0,16734.24175262451
195,1,0.0,16734.24175262451
196,2,0.0,16734.24175262451
197,1,0.0,16734.24175262451
198,0,-66.24046325683594,16668.001289367676
199,1,0.0,16668.001289367676
200,0,-425.59906005859375,16242.402229309082
201,2,214.1998291015625,16456.602058410645
202,2,-89.59991455078125,16367.002143859863
203,2,-156.80038452148438,16210.201759338379
204,2,-99.39987182617188,16110.801887512207
205,2,1.400299072265625,16112.202186584473
206,1,0.0,16112.202186584473
207,2,0.0,16112.202186584473
208,0,593.2803955078125,16705.482582092285
209,2,-930.2398681640625,15775.242713928223
210,2,-12.9605712890625,15762.28214263916
211,1,0.0,15762.28214263916
212,2,0.0,15762.28214263916
213,0,558.9602508544922,16321.242393493652
214,2,-46.579498291015625,16274.662895202637
215,0,-324.6903762817383,15949.972518920898
216,0,-47.949790954589844,15902.022727966309
217,2,482.23954010009766,16384.262268066406
218,2,-38.359832763671875,16345.902435302734
219,1,0.0,16345.902435302734
220,1,0.0,16345.902435302734
221,0,-122.85049438476562,16223.051940917969
222,2,-183.60008239746094,16039.451858520508
223,2,82.35008239746094,16121.801940917969
224,2,-175.5004119873047,15946.301528930664
225,1,0.0,15946.301528930664
226,0,184.79995727539062,16131.101486206055
227,1,0.0,16131.101486206055
228,1,0.0,16131.101486206055
229,1,0.0,16131.101486206055
230,1,0.0,16131.101486206055
231,0,47.16007995605469,16178.26156616211
232,0,-18.339920043945312,16159.921646118164
233,0,-90.39031982421875,16069.531326293945
234,0,196.5,16266.031326293945
235,1,0.0,16266.031326293945
236,1,0.0,16266.031326293945
237,1,0.0,16266.031326293945
238,0,-108.72924041748047,16157.302085876465
239,2,-82.5306396484375,16074.771446228027
240,2,799.0998001098633,16873.87124633789
241,2,-9.169960021972656,16864.701286315918
242,0,116.58992004394531,16981.291206359863
243,1,0.0,16981.291206359863
244,2,0.0,16981.291206359863
245,2,0.0,16981.291206359863
246,2,0.0,16981.291206359863
247,1,0.0,16981.291206359863
248,2,0.0,16981.291206359863
249,1,0.0,16981.291206359863
250,0,-143.74923706054688,16837.541969299316
251,0,-128.74984741210938,16708.792121887207
0,0,-97.09044647216797,9902.909553527832
1,0,78.80233764648438,9981.711891174316
2,2,-46.88160705566406,9934.830284118652
3,0,159.59959411621094,10094.429878234863
4,0,214.1300811767578,10308.559959411621
5,0,23.274391174316406,10331.834350585938
6,2,220.44766235351562,10552.282012939453
7,2,-142.3099594116211,10409.972053527832
8,0,-44.55487823486328,10365.417175292969
9,1,0.0,10365.417175292969
10,2,0.0,10365.417175292969
11,1,0.0,10365.417175292969
12,1,0.0,10365.417175292969
13,2,0.0,10365.417175292969
14,0,-29.670433044433594,10335.746742248535
15,1,0.0,10335.746742248535
16,2,0.0,10335.746742248535
17,0,216.1248016357422,10551.871543884277
18,0,-15.275039672851562,10536.596504211426
19,2,-466.69952392578125,10069.896980285645
20,2,-27.625198364257812,10042.271781921387
21,2,331.1750793457031,10373.44686126709
22,0,84.50019836425781,10457.947059631348
23,2,122.19932556152344,10580.146385192871
24,0,-168.34976196289062,10411.79662322998
25,0,49.39964294433594,10461.196266174316
26,1,0.0,10461.196266174316
27,1,0.0,10461.196266174316
28,0,-73.97804260253906,10387.218223571777
29,2,2.5405426025390625,10389.758766174316
30,1,0.0,10389.758766174316
31,0,150.14984130859375,10539.90860748291
32,0,-107.90023803710938,10432.0083694458
33,1,0.0,10432.0083694458
34,2,0.0,10432.0083694458
35,2,0.0,10432.0083694458
36,2,0.0,10432.0083694458
37,0,-679.1151733398438,9752.893196105957
38,0,-5.6801300048828125,9747.213066101074
39,0,903.4754333496094,10650.688499450684
40,1,0.0,10650.688499450684
41,0,493.1843719482422,11143.872871398926
42,1,0.0,11143.872871398926
43,0,-147.820556640625,10996.0523147583
44,2,-868.679443359375,10127.372871398926
45,1,0.0,10127.372871398926
46,1,0.0,10127.372871398926
47,1,0.0,10127.372871398926
48,1,0.0,10127.372871398926
49,2,0.0,10127.372871398926
50,2,0.0,10127.372871398926
51,1,0.0,10127.372871398926
52,0,-77.48997497558594,10049.88289642334
53,2,-637.1397247314453,9412.743171691895
54,1,0.0,9412.743171691895
55,0,939.7929077148438,10352.536079406738
56,2,-56.780025482177734,10295.75605392456
57,1,0.0,10295.75605392456
58,2,0.0,10295.75605392456
59,1,0.0,10295.75605392456
60,2,0.0,10295.75605392456
61,0,-538.5445823669434,9757.211471557617
62,2,161.80455780029297,9919.01602935791
63,1,0.0,9919.01602935791
64,2,0.0,9919.01602935791
65,0,-114.76032257080078,9804.25570678711
66,0,250.66055297851562,10054.916259765625
67,1,0.0,10054.916259765625
68,2,0.0,10054.916259765625
69,0,507.14955139160156,10562.065811157227
70,0,-96.28482055664062,10465.780990600586
71,1,0.0,10465.780990600586
72,0,-141.98553466796875,10323.795455932617
73,2,-214.25482177734375,10109.540634155273
74,2,-312.4399108886719,9797.100723266602
75,0,282.14540100097656,10079.246124267578
76,1,0.0,10079.246124267578
77,2,0.0,10079.246124267578
78,1,0.0,10079.246124267578
79,2,0.0,10079.246124267578
80,1,0.0,10079.246124267578
81,2,0.0,10079.246124267578
82,2,0.0,10079.246124267578
83,1,0.0,10079.246124267578
84,1,0.0,10079.246124267578
85,2,0.0,10079.246124267578
86,1,0.0,10079.246124267578
87,2,0.0,10079.246124267578
88,1,0.0,10079.246124267578
89,2,0.0,10079.246124267578
90,0,-121.26031494140625,9957.985809326172
91,2,60.952972412109375,10018.938781738281
92,1,0.0,10018.938781738281
93,1,0.0,10018.938781738281
94,1,0.0,10018.938781738281
95,0,193.35738372802734,10212.296165466309
96,2,-75.56515502929688,10136.731010437012
97,0,64.77027130126953,10201.501281738281
98,0,-68.58011627197266,10132.921165466309
99,2,43.814186096191406,10176.7353515625
100,0,4.445465087890625,10181.18081665039
101,2,-9.842422485351562,10171.338394165039
102,1,0.0,10171.338394165039
103,1,0.0,10171.338394165039
104,2,0.0,10171.338394165039
105,2,0.0,10171.338394165039
106,2,0.0,10171.338394165039
107,1,0.0,10171.338394165039
108,1,0.0,10171.338394165039
109,2,0.0,10171.338394165039
110,1,0.0,10171.338394165039
111,0,87.72481536865234,10259.063209533691
112,1,0.0,10259.063209533691
113,2,0.0,10259.063209533691
114,0,-14.209716796875,10244.853492736816
115,2,4.0604248046875,10248.913917541504
116,0,-58.290283203125,10190.623634338379
117,2,265.3498229980469,10455.973457336426
118,2,222.14010620117188,10678.113563537598
119,1,0.0,10678.113563537598
120,2,0.0,10678.113563537598
121,0,-327.89225006103516,10350.221313476562
122,2,238.38732147216797,10588.60863494873
123,0,88.33467864990234,10676.943313598633
124,1,0.0,10676.943313598633
125,1,0.0,10676.943313598633
126,1,0.0,10676.943313598633
127,0,-33.06010437011719,10643.883209228516
128,1,0.0,10643.883209228516
129,2,0.0,10643.883209228516
130,2,0.0,10643.883209228516
131,2,0.0,10643.883209228516
132,1,0.0,10643.883209228516
133,1,0.0,10643.883209228516
134,0,-129.86993408203125,10514.013275146484
135,2,-21.059967041015625,10492.953308105469
136,2,219.2398681640625,10712.193176269531
137,2,-146.60980224609375,10565.583374023438
138,0,29.429901123046875,10595.013275146484
139,0,-478.1697692871094,10116.843505859375
140,1,0.0,10116.843505859375
141,1,0.0,10116.843505859375
142,2,0.0,10116.843505859375
143,0,193.04983520507812,10309.893341064453
144,0,124.20016479492188,10434.093505859375
145,1,0.0,10434.093505859375
146,2,0.0,10434.093505859375
147,0,69.11258697509766,10503.206092834473
148,0,37.762413024902344,10540.968505859375
149,0,364.7996520996094,10905.768157958984
150,0,-265.0493621826172,10640.718795776367
151,2,153.42479705810547,10794.143592834473
152,2,-318.48758697509766,10475.656005859375
153,0,345.32520294189453,10820.98120880127
154,1,0.0,10820.98120880127
155,2,0.0,10820.98120880127
156,2,0.0,10820.98120880127
157,2,0.0,10820.98120880127
158,2,0.0,10820.98120880127
159,1,0.0,10820.98120880127
160,2,0.0,10820.98120880127
161,0,129.41210174560547,10950.393310546875
162,2,-89.82760620117188,10860.565704345703
163,1,0.0,10860.565704345703
164,2,0.0,10860.565704345703
165,0,-17.414947509765625,10843.150756835938
166,0,363.9941864013672,11207.144943237305
167,2,442.0399475097656,11649.18489074707
168,0,-239.07989501953125,11410.104995727539
169,2,-904.7197113037109,10505.385284423828
170,2,6.880157470703125,10512.265441894531
171,0,-700.0399475097656,9812.225494384766
172,0,387.0,10199.225494384766
173,2,-329.3801574707031,9869.845336914062
174,1,0.0,9869.845336914062
175,0,295.6800537109375,10165.525390625
176,1,0.0,10165.525390625
177,1,0.0,10165.525390625
178,0,-161.10008239746094,10004.425308227539
179,1,0.0,10004.425308227539
180,0,301.3205108642578,10305.745819091797
181,1,0.0,10305.745819091797
182,2,0.0,10305.745819091797
183,0,105.599853515625,10411.345672607422
184,1,0.0,10411.345672607422
185,0,246.56002807617188,10657.905700683594
186,0,-80.04025268554688,10577.865447998047
187,0,158.2401123046875,10736.105560302734
188,2,90.16030883789062,10826.265869140625
189,2,-346.84039306640625,10479.425476074219
190,1,0.0,10479.425476074219
191,0,-297.2596740722656,10182.165802001953
192,1,0.0,10182.165802001953
193,0,-9.6800537109375,10172.485748291016
194,0,176.0,10348.485748291016
195,2,653.8400268554688,11002.325775146484
196,1,0.0,11002.325775146484
197,0,8.100357055664062,11010.426132202148
198,2,-43.20030212402344,10967.225830078125
199,1,0.0,10967.225830078125
200,1,0.0,10967.225830078125
201,1,0.0,10967.225830078125
202,2,0.0,10967.225830078125
203,0,-104.1602554321289,10863.065574645996
204,2,-66.02991485595703,10797.035659790039
205,0,0.9301986694335938,10797.965858459473
206,0,144.14957427978516,10942.115432739258
207,2,-502.2001419067383,10439.91529083252
208,0,383.1602554321289,10823.075546264648
209,2,-600.779914855957,10222.295631408691
210,2,-8.370368957519531,10213.925262451172
211,1,0.0,10213.925262451172
212,2,0.0,10213.925262451172
213,0,359.0401611328125,10572.965423583984
214,0,-29.919677734375,10543.04574584961
215,1,0.0,10543.04574584961
216,1,0.0,10543.04574584961
217,0,316.79969787597656,10859.845443725586
218,1,0.0,10859.845443725586
219,2,0.0,10859.845443725586
220,2,0.0,10859.845443725586
221,0,-81.90032958984375,10777.945114135742
222,0,-122.40005493164062,10655.545059204102
223,0,54.900054931640625,10710.445114135742
224,2,-117.00027465820312,10593.444839477539
225,0,-314.0998077392578,10279.345031738281
226,0,118.79997253417969,10398.145004272461
227,1,0.0,10398.145004272461
228,0,49.83978271484375,10447.984786987305
229,2,218.9405975341797,10666.925384521484
230,1,0.0,10666.925384521484
231,2,0.0,10666.925384521484
232,0,-12.039947509765625,10654.885437011719
233,2,-59.3402099609375,10595.545227050781
234,2,129.0,10724.545227050781
235,0,54.17976379394531,10778.724990844727
236,1,0.0,10778.724990844727
237,2,0.0,10778.724990844727
238,2,0.0,10778.724990844727
239,0,-55.4404296875,10723.284561157227
240,2,536.7998657226562,11260.084426879883
241,2,-6.15997314453125,11253.924453735352
242,1,0.0,11253.924453735352
243,1,0.0,11253.924453735352
244,0,138.1593017578125,11392.083755493164
245,1,0.0,11392.083755493164
246,2,0.0,11392.083755493164
247,1,0.0,11392.083755493164
248,1,0.0,11392.083755493164
249,2,0.0,11392.083755493164
250,0,-96.5994873046875,11295.484268188477
251,0,-86.5198974609375,11208.964370727539
0,0,-97.09044647216797,9902.909553527832
1,2,78.80233764648438,9981.711891174316
2,1,0.0,9981.711891174316
3,0,159.59959411621094,10141.311485290527
4,0,214.1300811767578,10355.441566467285
5,1,0.0,10355.441566467285
6,1,0.0,10355.441566467285
